,Name,Brand,Colour,url,clean_text,tokenized,stopwords_removed,combined_postag_wnet,lemmatize_word_w_pos,lemmatize_text
538,ASOS DESIGN Premium formal slim wedding sateen shirt in pink,ASOS DESIGN,PALE PINK,images.asos-media.com/products/asos-design-premium-formal-slim-wedding-sateen-shirt-in-pink/202440032-1-palepink,asos design premium formal slim wedding sateen shirt in pink,"['asos', 'design', 'premium', 'formal', 'slim', 'wedding', 'sateen', 'shirt', 'in', 'pink']","['asos', 'design', 'premium', 'formal', 'slim', 'wedding', 'sateen', 'shirt', 'pink']","[('asos', 'n'), ('design', 'n'), ('premium', 'n'), ('formal', 'a'), ('slim', 'a'), ('wedding', 'n'), ('sateen', 'n'), ('shirt', 'n'), ('pink', 'a')]","['asos', 'design', 'premium', 'formal', 'slim', 'wedding', 'sateen', 'shirt', 'pink']",asos design premium formal slim wedding sateen shirt pink
539,Liquor N Poker co-ord shorts in black with golf club embroidery,Liquor N Poker,BLACK,images.asos-media.com/products/liquor-n-poker-co-ord-shorts-in-black-with-golf-club-embroidery/202131369-1-black,liquor n poker coord shorts in black with golf club embroidery,"['liquor', 'n', 'poker', 'coord', 'shorts', 'in', 'black', 'with', 'golf', 'club', 'embroidery']","['liquor', 'n', 'poker', 'coord', 'shorts', 'black', 'golf', 'club', 'embroidery']","[('liquor', 'n'), ('n', 'n'), ('poker', 'n'), ('coord', 'n'), ('shorts', 'n'), ('black', 'a'), ('golf', 'n'), ('club', 'n'), ('embroidery', 'n')]","['liquor', 'n', 'poker', 'coord', 'short', 'black', 'golf', 'club', 'embroidery']",liquor n poker coord short black golf club embroidery
540,Noak 'Camden' slim premium fabric waistcoat in black with stretch,Noak,BLACK,images.asos-media.com/products/noak-camden-slim-premium-fabric-waistcoat-in-black-with-stretch/202108212-1-black,noak camden slim premium fabric waistcoat in black with stretch,"['noak', 'camden', 'slim', 'premium', 'fabric', 'waistcoat', 'in', 'black', 'with', 'stretch']","['noak', 'camden', 'slim', 'premium', 'fabric', 'waistcoat', 'black', 'stretch']","[('noak', 'n'), ('camden', 'n'), ('slim', 'a'), ('premium', 'n'), ('fabric', 'n'), ('waistcoat', 'n'), ('black', 'a'), ('stretch', 'v')]","['noak', 'camden', 'slim', 'premium', 'fabric', 'waistcoat', 'black', 'stretch']",noak camden slim premium fabric waistcoat black stretch
541,Bershka chunky knit cardigan in ecru,Bershka,Ecru,images.asos-media.com/products/bershka-chunky-knit-cardigan-in-ecru/203842660-1-ecru,bershka chunky knit cardigan in ecru,"['bershka', 'chunky', 'knit', 'cardigan', 'in', 'ecru']","['bershka', 'chunky', 'knit', 'cardigan', 'ecru']","[('bershka', 'n'), ('chunky', 'n'), ('knit', 'v'), ('cardigan', 'n'), ('ecru', 'n')]","['bershka', 'chunky', 'knit', 'cardigan', 'ecru']",bershka chunky knit cardigan ecru
542,Faded Future chunky chain bracelet in silver,FADED FUTURE,SILVER,images.asos-media.com/products/faded-future-chunky-chain-bracelet-in-silver/203624846-1-silver,faded future chunky chain bracelet in silver,"['faded', 'future', 'chunky', 'chain', 'bracelet', 'in', 'silver']","['faded', 'future', 'chunky', 'chain', 'bracelet', 'silver']","[('faded', 'n'), ('future', 'a'), ('chunky', 'n'), ('chain', 'n'), ('bracelet', 'n'), ('silver', 'n')]","['faded', 'future', 'chunky', 'chain', 'bracelet', 'silver']",faded future chunky chain bracelet silver
543,Faded Future chain combination necklace in silver,FADED FUTURE,SILVER,images.asos-media.com/products/faded-future-chain-combination-necklace-in-silver/203624712-1-silver,faded future chain combination necklace in silver,"['faded', 'future', 'chain', 'combination', 'necklace', 'in', 'silver']","['faded', 'future', 'chain', 'combination', 'necklace', 'silver']","[('faded', 'n'), ('future', 'a'), ('chain', 'n'), ('combination', 'n'), ('necklace', 'n'), ('silver', 'n')]","['faded', 'future', 'chain', 'combination', 'necklace', 'silver']",faded future chain combination necklace silver
544,Faded Future handchain ring detail bracelet with pearls in silver,FADED FUTURE,SILVER,images.asos-media.com/products/faded-future-handchain-ring-detail-bracelet-with-pearls-in-silver/203624701-1-silver,faded future handchain ring detail bracelet with pearls in silver,"['faded', 'future', 'handchain', 'ring', 'detail', 'bracelet', 'with', 'pearls', 'in', 'silver']","['faded', 'future', 'handchain', 'ring', 'detail', 'bracelet', 'pearls', 'silver']","[('faded', 'n'), ('future', 'a'), ('handchain', 'n'), ('ring', 'n'), ('detail', 'n'), ('bracelet', 'n'), ('pearls', 'n'), ('silver', 'n')]","['faded', 'future', 'handchain', 'ring', 'detail', 'bracelet', 'pearl', 'silver']",faded future handchain ring detail bracelet pearl silver
545,Only & Sons padded worker jacket with borg lining in beige,Only & Sons,Chinchilla,images.asos-media.com/products/only-sons-padded-worker-jacket-with-borg-lining-in-beige/203500896-1-chinchilla,only  sons padded worker jacket with borg lining in beige,"['only', 'sons', 'padded', 'worker', 'jacket', 'with', 'borg', 'lining', 'in', 'beige']","['sons', 'padded', 'worker', 'jacket', 'borg', 'lining', 'beige']","[('sons', 'n'), ('padded', 'n'), ('worker', 'n'), ('jacket', 'n'), ('borg', 'n'), ('lining', 'v'), ('beige', 'n')]","['son', 'padded', 'worker', 'jacket', 'borg', 'line', 'beige']",son padded worker jacket borg line beige
546,New Look love print tie dye t-shirt in multi,New Look,Multi-coloured,images.asos-media.com/products/new-look-love-print-tie-dye-t-shirt-in-multi/203230923-1-multicoloured,new look love print tie dye tshirt in multi,"['new', 'look', 'love', 'print', 'tie', 'dye', 'tshirt', 'in', 'multi']","['new', 'look', 'love', 'print', 'tie', 'dye', 'tshirt', 'multi']","[('new', 'a'), ('look', 'n'), ('love', 'v'), ('print', 'n'), ('tie', 'n'), ('dye', 'n'), ('tshirt', 'n'), ('multi', 'n')]","['new', 'look', 'love', 'print', 'tie', 'dye', 'tshirt', 'multi']",new look love print tie dye tshirt multi
547,River Island college cap in green,River Island,GREEN - DARK,images.asos-media.com/products/river-island-college-cap-in-green/203091893-1-greendark,river island college cap in green,"['river', 'island', 'college', 'cap', 'in', 'green']","['river', 'island', 'college', 'cap', 'green']","[('river', 'n'), ('island', 'n'), ('college', 'n'), ('cap', 'n'), ('green', 'n')]","['river', 'island', 'college', 'cap', 'green']",river island college cap green
548,ASOS DESIGN mini fisherman ribbed beanie in beige,ASOS DESIGN,Beige,images.asos-media.com/products/asos-design-mini-fisherman-ribbed-beanie-in-beige/24515505-1-beige,asos design mini fisherman ribbed beanie in beige,"['asos', 'design', 'mini', 'fisherman', 'ribbed', 'beanie', 'in', 'beige']","['asos', 'design', 'mini', 'fisherman', 'ribbed', 'beanie', 'beige']","[('asos', 'n'), ('design', 'n'), ('mini', 'n'), ('fisherman', 'n'), ('ribbed', 'n'), ('beanie', 'n'), ('beige', 'n')]","['asos', 'design', 'mini', 'fisherman', 'ribbed', 'beanie', 'beige']",asos design mini fisherman ribbed beanie beige
549,ASOS DESIGN puffer jacket with detachable hood in grey,ASOS DESIGN,Dove grey,images.asos-media.com/products/asos-design-puffer-jacket-with-detachable-hood-in-grey/23980015-1-dovegrey,asos design puffer jacket with detachable hood in grey,"['asos', 'design', 'puffer', 'jacket', 'with', 'detachable', 'hood', 'in', 'grey']","['asos', 'design', 'puffer', 'jacket', 'detachable', 'hood', 'grey']","[('asos', 'n'), ('design', 'n'), ('puffer', 'n'), ('jacket', 'n'), ('detachable', 'n'), ('hood', 'n'), ('grey', 'n')]","['asos', 'design', 'puffer', 'jacket', 'detachable', 'hood', 'grey']",asos design puffer jacket detachable hood grey
550,Hugo mens leather watch in black 1530263,HUGO,BLACK,images.asos-media.com/products/hugo-mens-leather-watch-in-black-1530263/203882362-1-black,hugo mens leather watch in black 1530263,"['hugo', 'mens', 'leather', 'watch', 'in', 'black', '1530263']","['hugo', 'mens', 'leather', 'watch', 'black', '1530263']","[('hugo', 'n'), ('mens', 'n'), ('leather', 'n'), ('watch', 'v'), ('black', 'a'), ('1530263', 'n')]","['hugo', 'men', 'leather', 'watch', 'black', '1530263']",hugo men leather watch black 1530263
551,ASOS 4505 0.5kg ankle weights,ASOS 4505,Black,images.asos-media.com/products/asos-4505-05kg-ankle-weights/203196393-1-black,asos 4505 05kg ankle weights,"['asos', '4505', '05kg', 'ankle', 'weights']","['asos', '4505', '05kg', 'ankle', 'weights']","[('asos', 'n'), ('4505', 'n'), ('05kg', 'n'), ('ankle', 'n'), ('weights', 'n')]","['asos', '4505', '05kg', 'ankle', 'weight']",asos 4505 05kg ankle weight
552,HIIT training legging in charcoal blue,HIIT,CHARCOAL,images.asos-media.com/products/hiit-training-legging-in-charcoal-blue/203026134-1-charcoal,hiit training legging in charcoal blue,"['hiit', 'training', 'legging', 'in', 'charcoal', 'blue']","['hiit', 'training', 'legging', 'charcoal', 'blue']","[('hiit', 'n'), ('training', 'n'), ('legging', 'n'), ('charcoal', 'n'), ('blue', 'a')]","['hiit', 'training', 'legging', 'charcoal', 'blue']",hiit training legging charcoal blue
553,ASOS Actual oversized t-shirt with sunshine logo print in blue,ASOS DESIGN,BLUE,images.asos-media.com/products/asos-actual-oversized-t-shirt-with-sunshine-logo-print-in-blue/202999311-1-blue,asos actual oversized tshirt with sunshine logo print in blue,"['asos', 'actual', 'oversized', 'tshirt', 'with', 'sunshine', 'logo', 'print', 'in', 'blue']","['asos', 'actual', 'oversized', 'tshirt', 'sunshine', 'logo', 'print', 'blue']","[('asos', 'n'), ('actual', 'a'), ('oversized', 'n'), ('tshirt', 'n'), ('sunshine', 'n'), ('logo', 'n'), ('print', 'n'), ('blue', 'a')]","['asos', 'actual', 'oversized', 'tshirt', 'sunshine', 'logo', 'print', 'blue']",asos actual oversized tshirt sunshine logo print blue
554,Jack & Jones Premium slim summer stripe suit in beige,Jack & Jones,stripe/light beige,images.asos-media.com/products/jack-jones-premium-slim-summer-stripe-suit-in-beige/202939242-1-stripelightbeige,jack  jones premium slim summer stripe suit in beige,"['jack', 'jones', 'premium', 'slim', 'summer', 'stripe', 'suit', 'in', 'beige']","['jack', 'jones', 'premium', 'slim', 'summer', 'stripe', 'suit', 'beige']","[('jack', 'n'), ('jones', 'n'), ('premium', 'n'), ('slim', 'a'), ('summer', 'n'), ('stripe', 'n'), ('suit', 'n'), ('beige', 'n')]","['jack', 'jones', 'premium', 'slim', 'summer', 'stripe', 'suit', 'beige']",jack jones premium slim summer stripe suit beige
555,ASOS DESIGN oversized t-shirt  in green and yellow colour block with Chicago city print,ASOS DESIGN,GREEN,images.asos-media.com/products/asos-design-oversized-t-shirt-in-green-and-yellow-colour-block-with-chicago-city-print/202087334-1-green,asos design oversized tshirt  in green and yellow colour block with chicago city print,"['asos', 'design', 'oversized', 'tshirt', 'in', 'green', 'and', 'yellow', 'colour', 'block', 'with', 'chicago', 'city', 'print']","['asos', 'design', 'oversized', 'tshirt', 'green', 'yellow', 'colour', 'block', 'chicago', 'city', 'print']","[('asos', 'n'), ('design', 'n'), ('oversized', 'n'), ('tshirt', 'n'), ('green', 'n'), ('yellow', 'a'), ('colour', 'n'), ('block', 'n'), ('chicago', 'n'), ('city', 'n'), ('print', 'n')]","['asos', 'design', 'oversized', 'tshirt', 'green', 'yellow', 'colour', 'block', 'chicago', 'city', 'print']",asos design oversized tshirt green yellow colour block chicago city print
556,ASOS DESIGN skinny wool mix suit jacket in navy and brown micro check,ASOS DESIGN,BROWN,images.asos-media.com/products/asos-design-skinny-wool-mix-suit-jacket-in-navy-and-brown-micro-check/202451014-1-brown,asos design skinny wool mix suit jacket in navy and brown micro check,"['asos', 'design', 'skinny', 'wool', 'mix', 'suit', 'jacket', 'in', 'navy', 'and', 'brown', 'micro', 'check']","['asos', 'design', 'skinny', 'wool', 'mix', 'suit', 'jacket', 'navy', 'brown', 'micro', 'check']","[('asos', 'n'), ('design', 'n'), ('skinny', 'n'), ('wool', 'n'), ('mix', 'n'), ('suit', 'n'), ('jacket', 'n'), ('navy', 'n'), ('brown', 'a'), ('micro', 'n'), ('check', 'n')]","['asos', 'design', 'skinny', 'wool', 'mix', 'suit', 'jacket', 'navy', 'brown', 'micro', 'check']",asos design skinny wool mix suit jacket navy brown micro check
557,ASOS DESIGN 2 pack long sleeve muscle turtleneck t-shirt in white and grey,ASOS DESIGN,MULTI,images.asos-media.com/products/asos-design-2-pack-long-sleeve-muscle-turtleneck-t-shirt-in-white-and-grey/201118840-1-multi,asos design 2 pack long sleeve muscle turtleneck tshirt in white and grey,"['asos', 'design', '2', 'pack', 'long', 'sleeve', 'muscle', 'turtleneck', 'tshirt', 'in', 'white', 'and', 'grey']","['asos', 'design', '2', 'pack', 'long', 'sleeve', 'muscle', 'turtleneck', 'tshirt', 'white', 'grey']","[('asos', 'n'), ('design', 'n'), ('2', 'n'), ('pack', 'n'), ('long', 'a'), ('sleeve', 'n'), ('muscle', 'n'), ('turtleneck', 'n'), ('tshirt', 'n'), ('white', 'a'), ('grey', 'n')]","['asos', 'design', '2', 'pack', 'long', 'sleeve', 'muscle', 'turtleneck', 'tshirt', 'white', 'grey']",asos design 2 pack long sleeve muscle turtleneck tshirt white grey
558,adidas Originals Campus t-shirt in black with back print,adidas Originals,BLACK,images.asos-media.com/products/adidas-originals-campus-t-shirt-in-black-with-back-print/203079929-1-black,adidas originals campus tshirt in black with back print,"['adidas', 'originals', 'campus', 'tshirt', 'in', 'black', 'with', 'back', 'print']","['adidas', 'originals', 'campus', 'tshirt', 'black', 'back', 'print']","[('adidas', 'n'), ('originals', 'n'), ('campus', 'n'), ('tshirt', 'n'), ('black', 'a'), ('back', 'r'), ('print', 'n')]","['adidas', 'original', 'campus', 'tshirt', 'black', 'back', 'print']",adidas original campus tshirt black back print
559,Topman knitted rib crew neck jumper in burgundy,Topman,Burgundy,images.asos-media.com/products/topman-knitted-rib-crew-neck-jumper-in-burgundy/202229349-1-burgundy,topman knitted rib crew neck jumper in burgundy,"['topman', 'knitted', 'rib', 'crew', 'neck', 'jumper', 'in', 'burgundy']","['topman', 'knitted', 'rib', 'crew', 'neck', 'jumper', 'burgundy']","[('topman', 'n'), ('knitted', 'n'), ('rib', 'n'), ('crew', 'n'), ('neck', 'n'), ('jumper', 'n'), ('burgundy', 'n')]","['topman', 'knitted', 'rib', 'crew', 'neck', 'jumper', 'burgundy']",topman knitted rib crew neck jumper burgundy
560,ASOS DESIGN skinny viscose shirt with revere collar in grape,ASOS DESIGN,GRAPE,images.asos-media.com/products/asos-design-skinny-viscose-shirt-with-revere-collar-in-grape/201779871-1-grape,asos design skinny viscose shirt with revere collar in grape,"['asos', 'design', 'skinny', 'viscose', 'shirt', 'with', 'revere', 'collar', 'in', 'grape']","['asos', 'design', 'skinny', 'viscose', 'shirt', 'revere', 'collar', 'grape']","[('asos', 'n'), ('design', 'n'), ('skinny', 'n'), ('viscose', 'n'), ('shirt', 'n'), ('revere', 'n'), ('collar', 'n'), ('grape', 'n')]","['asos', 'design', 'skinny', 'viscose', 'shirt', 'revere', 'collar', 'grape']",asos design skinny viscose shirt revere collar grape
561,Boss mens bracelet watch with grey dial in silver 1513979,BOSS,SILVER,images.asos-media.com/products/boss-mens-bracelet-watch-with-grey-dial-in-silver-1513979/203881939-1-silver,boss mens bracelet watch with grey dial in silver 1513979,"['boss', 'mens', 'bracelet', 'watch', 'with', 'grey', 'dial', 'in', 'silver', '1513979']","['boss', 'mens', 'bracelet', 'watch', 'grey', 'dial', 'silver', '1513979']","[('boss', 'n'), ('mens', 'n'), ('bracelet', 'n'), ('watch', 'v'), ('grey', 'n'), ('dial', 'n'), ('silver', 'n'), ('1513979', 'n')]","['bos', 'men', 'bracelet', 'watch', 'grey', 'dial', 'silver', '1513979']",bos men bracelet watch grey dial silver 1513979
562,Topman stretch skinny stacked zip jeans in black acid wash,Topman,Black acid wash,images.asos-media.com/products/topman-stretch-skinny-stacked-zip-jeans-in-black-acid-wash/202286198-1-blackacidwash,topman stretch skinny stacked zip jeans in black acid wash,"['topman', 'stretch', 'skinny', 'stacked', 'zip', 'jeans', 'in', 'black', 'acid', 'wash']","['topman', 'stretch', 'skinny', 'stacked', 'zip', 'jeans', 'black', 'acid', 'wash']","[('topman', 'n'), ('stretch', 'v'), ('skinny', 'n'), ('stacked', 'n'), ('zip', 'n'), ('jeans', 'n'), ('black', 'a'), ('acid', 'n'), ('wash', 'v')]","['topman', 'stretch', 'skinny', 'stacked', 'zip', 'jean', 'black', 'acid', 'wash']",topman stretch skinny stacked zip jean black acid wash
563,ASOS DESIGN stretch skinny shirt in blue check,ASOS DESIGN,BLUE,images.asos-media.com/products/asos-design-stretch-skinny-shirt-in-blue-check/201776702-1-blue,asos design stretch skinny shirt in blue check,"['asos', 'design', 'stretch', 'skinny', 'shirt', 'in', 'blue', 'check']","['asos', 'design', 'stretch', 'skinny', 'shirt', 'blue', 'check']","[('asos', 'n'), ('design', 'n'), ('stretch', 'v'), ('skinny', 'n'), ('shirt', 'n'), ('blue', 'a'), ('check', 'n')]","['asos', 'design', 'stretch', 'skinny', 'shirt', 'blue', 'check']",asos design stretch skinny shirt blue check
564,New Look funnel neck puffer gilet in stone,New Look,Stone,images.asos-media.com/products/new-look-funnel-neck-puffer-gilet-in-stone/203881714-1-stone,new look funnel neck puffer gilet in stone,"['new', 'look', 'funnel', 'neck', 'puffer', 'gilet', 'in', 'stone']","['new', 'look', 'funnel', 'neck', 'puffer', 'gilet', 'stone']","[('new', 'a'), ('look', 'n'), ('funnel', 'n'), ('neck', 'n'), ('puffer', 'n'), ('gilet', 'n'), ('stone', 'n')]","['new', 'look', 'funnel', 'neck', 'puffer', 'gilet', 'stone']",new look funnel neck puffer gilet stone
565,Noak 'Camden' slim premium fabric suit trousers in charcoal grey with stetch,Noak,CHARCOAL,images.asos-media.com/products/noak-camden-slim-premium-fabric-suit-trousers-in-charcoal-grey-with-stetch/202764192-1-charcoal,noak camden slim premium fabric suit trousers in charcoal grey with stetch,"['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'trousers', 'in', 'charcoal', 'grey', 'with', 'stetch']","['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'trousers', 'charcoal', 'grey', 'stetch']","[('noak', 'n'), ('camden', 'n'), ('slim', 'a'), ('premium', 'n'), ('fabric', 'n'), ('suit', 'n'), ('trousers', 'n'), ('charcoal', 'n'), ('grey', 'n'), ('stetch', 'n')]","['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'trouser', 'charcoal', 'grey', 'stetch']",noak camden slim premium fabric suit trouser charcoal grey stetch
